director_id,director
47333,John Wells
8500,John Ford
229097,Lionel C. Martin
82222,Emmett Malloy
82822,Phil Claydon
76245,Adam Carolla
26714,John R. Leonetti
40199,Anthony Mann
90525,Douglas Cheek
65677,Don Mancini
1280031,Mona Lerche
95818,Eric Blakeney
14172,Michael McCullers
589159,Matt Piedmont
16960,Valerie Faris
21526,Rod Lurie
57154,Lance Hool
20779,Gary Sinyor
72427,Alan Rudolph
550857,Tim Chambers
17867,Tom McCarthy
7832,Oliver Hirschbiegel
126638,Mark Andrews
62048,Kirk Wise
10400,Barbra Streisand
16214,Mario Van Peebles
59291,Alexandre Aja
122728,Charles Matthau
551463,Mike Flanagan
57646,Henry Selick
1098477,Callan Brunker
138857,Jacques Cluzaud
226089,Scott Moore
16305,David Levien
129718,Shana Feste
78298,Mike Nawrocki
1098,Mark Helfrich
55421,Betsy Chasse
2765,Nicholas Ray
11011,Zak Penn
31024,Betty Thomas
5892,David Hewlett
19303,Kevin Smith
108497,David Caffrey
17698,Nancy Meyers
6198,Vondie Curtis-Hall
114004,Noah Buschel
1194681,Michael Skolnik
88039,Steven R. Monroe
92743,Jamin Winans
212,David Cross
1223,Joel Coen
87178,Michael O. Sajbel
1288700,Collin Schiffli
64508,Sidney J. Furie
78188,Whit Stillman
96676,Tomm Moore
17046,Gary Winick
81856,Nicholas Jarecki
1070682,Fernando Baez Mella
136153,Peter Atencio
876,Jonathan Hensleigh
1088647,Maggie Carey
1032536,Robert Stromberg
37932,F. Gary Gray
77441,Darren Grant
56106,Charles Shyer
12095,Cody Cameron
41670,Rebecca Miller
66193,Chris Sanders
8023,Kyle Balda
27226,Patrick Lussier
82840,Dana Adam Shapiro
19499,Kevin Munroe
1120694,Jennifer Lee
11343,David Yates
18878,Rob Cohen
58448,Penelope Spheeris
95320,Rodrigo Cortés
57521,Steve Beck
113225,Alan Poul
116653,Lance Mungia
61175,John Whitesell
55439,Patricia Rozema
119419,Deon Taylor
2632,Chris Rock
46076,Tom Dey
98521,Floria Sigismondi
76927,Tommy Wirkola
83287,Lynne Ramsay
72034,Jacob Aaron Estes
168349,Shane Dawson
56412,John Requa
58897,Sam Fell
57454,Jonathan Jakubowicz
9778,Ice Cube
40223,Joe Carnahan
13927,Kurt Wimmer
64796,Tom Holland
40230,Kevin Hooks
102797,Robert Marcarelli
78021,Lloyd Kaufman
18844,John Madden
82413,Jack Conway
98541,Michael Hoffman Jr.
60129,Susan Stroman
1241,John Turturro
24248,Nigel Cole
70520,Shane Meadows
1216147,Anthony Hemingway
1769,Sofia Coppola
59803,Brenda Chapman
932993,Jamaa Fanaka
15521,Ernest R. Dickerson
1398500,Tadeo Garcia
16888,Ralph Nelson
6495,Mira Nair
63713,Martha Coolidge
130816,Jesse Peretz
5713,Chris Wedge
97942,Jonathan Teplitzky
63052,Julian Gilbey
95972,Hans Petter Moland
15868,Uli Edel
1272994,Jonathan van Tulleken
41549,Andrew Fleming
1300274,Jason Zada
16589,Peter MacDonald
4319,Stacy Peralta
92834,Randall Rubin
29342,Noel Marshall
836732,Jake Schreier
231521,Eric Styles
66728,Jonathan Glazer
1062805,John Maclean
20030,Jacques Perrin
30365,Michael Caton-Jones
222098,Justin Molotnikov
1128550,Timothy Hines
27992,Brian Yuzna
1038,Jodie Foster
12987,David Zucker
40,Orson Welles
35453,Pierre Morel
103031,Eric Nicholas
94222,David Pastor
115677,Coky Giedroyc
36187,Bob Gosse
16484,Joey Lauren Adams
56383,Kelly Reichardt
52701,Fergal Reilly
6767,Larry Charles
568322,Dan Trachtenberg
15344,J.J. Abrams
72450,Bob Saget
112289,Chris Shadley
66777,Bob Fosse
25598,Paul Greengrass
116832,Patricia Cardoso
94011,Bill Melendez
26205,James Bobin
15810,Ron Clements
24,Robert Zemeckis
13265,Franklin J. Schaffner
96677,Nora Twomey
1211000,Tom Gormican
21370,Roger Donaldson
65855,Ralph Zondag
152249,Jim O'Hanlon
16356,Steve Bendelack
51534,Lucky McKee
18669,J. Lee Thompson
36602,Peter Berg
439236,Zackary Adler
582918,Nick Murphy 
55499,Scott Derrickson
54644,Joel Zwick
582841,Tom Seidman 
74878,Tay Garnett
1122434,Chris Atkins
122842,Rich Christiano
17279,E. Elias Merhige
56953,Gene Quintano
550681,Nick Tomnay
14838,James Bridges
107730,Tran Anh Hung
61411,Mark Dindal
10757,Jane Campion
6737,Jay Roach
113733,Britt Allcroft
1331465,Andrew Hyatt
61847,Ethan Maniquis
21183,Nicolas Winding Refn
16958,Randy Barbato
57777,Darin Scott
62768,William Brent Bell
2226,Sydney Pollack
21371,Amy Holden Jones
74924,Mabrouk El Mechri
53333,John Hillcoat
1214860,Linda Mendoza
9181,Edward Zwick
81328,Andrew Traucki
145605,Harry Beaumont
194915,Robert Bennett
58656,Doug Lefler
142587,Greg Tiernan
20019,Lee Daniels
101666,Paul King
79656,John Schultz
15287,Niki Caro
131870,Daryl Wein
1409418,Tuck Tucker
33316,David Nutter
21677,Barnaby Thompson
20133,Tod Williams
10076,Lewis Gilbert
15672,Nadia Tass
114396,John Reinhardt
5714,Carlos Saldanha
141825,Rusty Cundieff
72206,Robert Pulcini
3632,Richard Brooks
2690,Peter Weir
1456123,Dena Seidel
29705,Jerry Belson
16919,Olivier Dahan
15858,Tim Hunter
74297,Hendel Butoy
1425142,Matt Jackson
84962,Stiles White
7396,Peter Farrelly
87130,Mark A.Z. Dippé
9108,Don Taylor
6482,John Singleton
39,Sam Mendes
74298,Francis Glebas
20412,Michael Anderson
17167,Andy Tennant
1168852,Dave Carroll
18069,Brian Gibson
16957,Fenton Bailey
109978,Ian Fitzgibbon
9868,Peter R. Hunt
28904,Hugh Wilson
58164,Annabel Jankel
1560279,Neil Mcenery-West
2042,Stephen Hopkins
102445,John Sayles
1514634,Darren Press
1321304,Patrick Ryan Sims
76247,Charles Herman-Wurmfeld
115627,Kevin Hamedani
10395,Jon Poll
64754,Andrew Currie
71042,Jay Levey
21339,Jez Butterworth
938682,Patrik Forsberg
105882,Neema Barnette
94155,Stefan Schwartz
68843,Jon Hurwitz
86296,Jason Maurer
39996,Sidney Lumet
7678,Hart Bochner
1979,Kevin Spacey
50719,Rodman Flender
10781,Michael Apted
84461,Alice Wu
53708,Ira Sachs
99710,Vidhu Vinod Chopra
16395,Gregory Nava
18868,Jerome Robbins
9200,John McNaughton
60922,Josh Gordon
16837,Mark Steven Johnson
56059,Patrick Read Johnson
61371,Todd Edwards
20561,James Gray
4759,David Kellogg
1318092,Paul J. Lombardi
141706,Chuck Sheetz
11916,Liv Ullmann
1343876,Sai Varadan
64141,David Gordon Green
92837,Jon Schroder
3111,Alexandre Rockwell
64151,Mike Mitchell
1099862,Dean Israelite
87360,Michael Taliferro
13524,Christopher Guest
151007,Peter Ramsey
5345,Bennett Miller
44179,Bruce Hunt
64061,Fred Schepisi
1004172,Mora Stephens
109695,Jeffrey W. Byrd
1236679,Jonathan M. Goldstein
1448551,Mina T. Son
18378,Herbert Ross
72960,Alejandro Monteverde
11694,Doug Liman
34849,Ted Demme
16187,Jeannot Szwarc
48498,Mickey Liddell
567558,Joe Cross
51023,Marcus Dunstan
197,David Silverman
84061,Daniel Barnz
35595,Scott Foley
12698,Bob Clark
119367,Robert Cary
30165,Mark Sandrich
554900,Clark Baker
140086,Matt Cimber
1461,George Clooney
1262481,Alessandro Carloni
122582,Jake Paltrow
80384,Paul Andrew Williams
63477,Ryan Little
58324,Jean-François Richet
80006,Jon Knautz
258199,Michael Martin
17439,Mike Mills
15277,Jon Favreau
1310498,Ivan Kavanagh
58245,Don Coscarelli
557883,David Evans 
58178,David Mirkin
1188585,Kevin King
68212,Carroll Ballard
14392,Kathryn Bigelow
54040,John Lee Hancock
67619,Guy Green
57328,Barry W. Blaustein
73289,Conor McPherson
145169,Martyn Pick
21278,Alan Alda
17403,Mike Judge
1670361,Catherine Owens
64163,Kimble Rendall
38131,Sergey Bondarchuk
13615,Harry Elfont
12079,Kelly Asbury
229568,Lisa Azuelos
23590,David LaChapelle
32278,Matt Reeves
84851,Hoyt Yeatman
47201,Emily Young
23880,Steven Seagal
17329,Neil Burger
19228,Jim Fall
936154,Stephen St. Leger
72024,Malcolm D. Lee
24657,Franco Zeffirelli
146883,Paul Fierlinger
488,Steven Spielberg
80570,Walter Lang
74106,Anne Sundberg
120247,Andrew Gurland
6011,Michael Haneke
64191,Lawrence Guterman
131060,Chris D'Arienzo
80307,Andy Cadiff
58294,George Armitage
80691,Gary Chapman
11357,Bruce Campbell
1707,Stuart Beattie
12989,Andrew Davis
227438,Stephen Anderson
17649,Alexander Witt
1070340,Simon Yin
117052,Jorge Blanco
1137903,Sam Taylor-Johnson
58137,Chris Noonan
74159,Robert B. Weide
1088096,James Nunn
11431,Ford Beebe
638,Michael Mann
1462,Tim Blake Nelson
66681,Matt Bettinelli-Olpin
62514,Tommy O'Haver
1310518,Colin Minihan
35005,Jeremy Brock
4339,Paul Crowder
1579630,Will Graham
948217,Bill Benenson
24045,Joseph Gordon-Levitt
109745,Lee Toland Krieger
4610,John Landis
27436,Costa-Gavras
19684,Bille August
47893,Gary Nelson
123990,Reed Cowan
11614,M. Night Shyamalan
56661,Jonathan Levine
3556,Roman Polanski
4027,Frank Darabont
66496,Adrienne Shelly
60149,Nicholaus Goossen
225976,Dan Scanlon
66222,James Fargo
21085,Alex Proyas
62541,Brandon Camp
1275019,Tom Walsh
19003,Heidi Ewing
280,Terry Gilliam
33349,Derick Martini
22239,Travis Zariwny
15774,Chris Buck
10586,Richard Lester
38774,Ray Lawrence
12219,Jon Stewart
137475,Richard J. Lewis
9339,Lilly Wachowski
56411,Glenn Ficarra
58165,Rocky Morton
366,James Mangold
56154,Antony Hoffman
65298,Brian Henson
33094,Gary Sherman
133684,Tim Boxell
228311,Keith Parmer
58403,Glen Morgan
168667,Jason Moore
15890,James Foley
12936,Jim Abrahams
41887,Michael Polish
23858,Harley Cokeliss
1045480,Meiert Avis
1044,Michael Chapman
1521130,Andrew Steggall
150641,Gary Halvorson
1158156,Marcos Martínez
583023,Frank LaLoggia
64227,Brandon Trost
16848,Rob Zombie
71418,Demian Lichtenstein
10930,Irvin Kershner
19333,Dick Richards
14855,Frank Borzage
12523,Rob Bowman
228041,Márcio Garcia
957,Matthew Vaughn
95024,Bobcat Goldthwait
58072,John Pasquin
86293,Robert M. Young
34481,Matt Williams
130128,Jonas Elmer
32593,Steven Brill
223516,Benh Zeitlin
55252,Tim Miller
5231,Wolfgang Petersen
65734,Luke Greenfield
227439,Don Hall
15358,Vic Armstrong
5010,Todd Field
12714,Zack Ward
21807,Billy Ray
126763,Vivek Agnihotri
940807,Jorge Ramírez Suárez
56891,Rachel Talalay
84124,Tina Gordon Chism
229374,Marilyn Agrelo
19271,Anthony Russo
65530,Mike Gabriel
24318,Richard Benjamin
21792,George Gallo
45407,Mark Duplass
92490,Edward Conna
41621,Tony Krantz
1024823,Brian A Miller
5133,Bo Welch
21394,Gerry Lively
65167,Scott Cooper
9281,Elizabeth Banks
17397,Callie Khouri
1726,Steven E. de Souza
6163,Adam Goldberg
4945,Joe Johnston
84834,Trevor Moore
7270,Adrian Lyne
9248,Nora Ephron
66219,Mark Levin
10001,William Wyler
437833,Patricia Riggen
77465,Ash Baron-Cohen
33541,Mark Christopher
56150,Ellory Elkayem
1098107,Wayne Thornley
81727,Darnell Martin
97618,David DeCoteau
190,Clint Eastwood
83281,Lenny Abrahamson
105860,Kevin Carraway
35736,Karan Johar
68281,Justin Kerrigan
16730,Darrell James Roodt
69593,Michael J. Bassett
59466,Jamie Babbit
86194,James Sbardellati
56381,James Toback
893,Tony Scott
78118,Vadim Perelman
12890,Pete Docter
73832,Jessy Terrero
2836,Kimberly Peirce
76230,Diane English
20739,Adam Shankman
90812,Scott Mann
1454563,Aaron Hann
648,Philip Kaufman
5058,Roger Christian
1499089,Tom Sanchez
168330,Ben Lewin
94471,Jon Gunn
13284,Stanley Donen
1115066,Molly Bernstein
18898,Rob Minkoff
545086,Beto Gómez
51445,Eric Valette
66739,Jonathan Liebesman
66517,Andrew Jacobson
54525,Jaume Balagueró
1734565,Jaco Booyens
41285,Kirsten Sheridan
56205,Atom Egoyan
1011,Susanne Bier
13848,Charlie Chaplin
97591,Joel Anderson
16853,Jessie Nelson
21981,Harald Zwart
21712,Carl Franklin
46802,George Ratliff
19850,Catherine Hardwicke
22461,Vincent Gallo
1169157,Timothy Woodward Jr.
16745,Melville Shavelson
17087,Michael Moore
1110102,Michael Tiddes
65314,Giuseppe Tornatore
89467,Bob Giraldi
928490,Camille Delamarre
75646,Bryan Barber
56998,Dwight H. Little
107039,Sacha Bennett
56173,Mike Marvin
5446,David Hand
41039,Judd Apatow
5149,Bonnie Hunt
80671,John Sanford
21404,Kurt Voss
59635,Jerry Zaks
60045,Eric Bross
3388,James L. Brooks
115585,Richard Boddington
1429671,Kirk Loudon
21678,Olivier Assayas
24757,Sylvio Tabet
1269,Kevin Costner
93916,Regardt van den Bergh
8193,Florian Henckel von Donnersmarck
52599,Justin Zackham
9622,Eric Brevig
47506,Drew Goddard
59649,Michael Pressman
143059,Patrick Hughes
67795,Steven Shainberg
56913,Stephen Carpenter
55189,Bruce McDonald
1454884,Cedric Nicolas-Troyan
133790,Michael D. Olmos
113641,Dewey Nicks
968998,Jeta Amata
82641,Paul Fox
18204,Peter Kassovitz
40220,Kevin Brodie
928915,David Gelb
1311595,James Mather
1164825,Gene Teigland
109026,Piyush Dinker Pandya
42518,Peter Care
8843,Mick Jackson
78029,Martin Lawrence
67753,Mark L. Lester
1148217,Analeine Cal y Mayor
57270,Robert Schwentke
5655,Wes Anderson
68770,Mark Rosman
25453,Stefen Fangmeier
59210,Patrick Stettner
57414,Richard Montoya
109905,Lance Kawas
8876,Randal Kleiser
62116,Bille Woodruff
29009,Ken Kwapis
66879,Kresten Vestbjerg Andersen
69737,C. Jay Cox
56474,Shona Auerbach
86037,Jeff Crook
543568,Kim Jee-woon
193390,Jon Matthews
93419,Don Scardino
60243,Rob Schmidt
57434,Amy Heckerling
53267,Craig Brewer
225898,István Szabó
7145,Michael Lehmann
219861,Dinesh D'Souza
223098,Will Canon
16513,John G. Avildsen
54050,Mark Waters
78040,Alex Kendrick
31119,Sylvain White
7313,Steve Box
91268,Ruben Fleischer
78001,Juraj Jakubisko
932248,Fede Alvarez
40307,John Maybury
15378,Carol Reed
135650,Melvin Van Peebles
77357,Rupert Wyatt
3045,P.J. Hogan
222470,Todd Strauss-Schulson
55265,Jonathan Silverman
1384771,Jennifer Wynne Farmer
66983,Tom Kalin
8965,Roland Joffé
57125,Greg Marcks
74971,Jem Cohen
18320,Bronwen Hughes
64743,Adam Marcus
879,Billy Bob Thornton
568822,Mary Pat Kelly
43141,Pete Travis
4065,Fred Zinnemann
1265056,Jorge R. Gutierrez
67896,Doug McHenry
64140,Sanaa Hamri
97579,Guy Maddin
43673,Tom Reeve
71555,Andrew Wilson
1103,Bill Duke
440517,Steve Taylor
58094,Gillian Armstrong
18635,Ted Post
1096867,Thea Sharrock
158835,Sharron Miller
11434,Wilfred Jackson
66191,Barry Cook
61970,Ben Gluck
13426,Peter Segal
108,Peter Jackson
74396,Tomas Alfredson
1046142,Benson Lee
101767,Robert Butler
1100753,Ryan Smith
55476,Nicholas Hytner
31093,Yvette Kaplan
32427,W.S. Van Dyke
865,Michael Bay
88967,Greg Berlanti
1032,Martin Scorsese
583893,Ronan Chapalain
583894,Pascal Vuong
11090,Edgar Wright
814,Tony Kaye
134639,Jim Goddard
151460,John Sullivan
74655,Jeremy Saulnier
63852,Warren P. Sonoda
52845,Karey Kirkpatrick
94075,David Soren
8557,Fernando Meirelles
11448,Allen Hughes
20921,Monte Hellman
7131,Larry Karaszewski
884,Steve Buscemi
65242,Jack Perez
22214,David Wain
31,Tom Hanks
130822,Trent Cooper
78562,Phil Traill
70738,Gary David Goldberg
479587,Dylan Bank
19866,Guillaume Canet
934803,Josh Trank
1176,Lone Scherfig
1302082,David F. Sandberg
12786,Simon West
3026,Rob Reiner
125324,William Eubank
74339,Dave Willis
2223,Fred Savage
1884,Steven Soderbergh
1109245,Digby Cook
7623,Sam Raimi
85822,Anthony C. Ferrante
90575,Daniel Schechter
157879,Alison Maclean
70651,Stephen Hillenburg
59229,Damien Dante Wayans
138322,Victor Nunez
8844,Lawrence Kasdan
819,Edward Norton
25873,Jon Cassar
6593,John Huston
58514,Jim Sonzero
7087,Brad Bird
67834,Floyd Mutrux
51521,Robert Greenwald
19769,David Ayer
51984,Mimi Leder
155531,Joe Cornish
10707,Terry Jones
73460,Saul Dibb
74436,Olly Blackburn
1387618,John Stephenson
52576,José Padilha
99496,Raymond De Felitta
937340,Harold Cronk
109640,Doug Atchison
13980,Vincente Minnelli
16566,George P. Cosmatos
126125,Bill Plympton
29648,Dan Curtis
70500,Tom Hooper
1375627,Sharon Greytak
22558,Nils Gaup
95550,Avi Nesher
6220,Gurinder Chadha
60024,Liz Friedlander
20400,Tim Story
1263945,Damir Catic
94220,Àlex Pastor
155945,Jack Heller
42617,Antonia Bird
52044,David Winning
1019303,Duke Johnson
2294,Robert Rodriguez
5917,Ernie Barbarash
2150,Kevin Greutert
93047,Joshua Seftel
27889,Stephan Elliott
54733,Greg Mottola
82335,Richard Glatzer
5572,Joel Schumacher
1027018,Jane Lipsitz
34692,Craig Bolotin
21217,Jonathan Lynn
11181,Kenneth Branagh
130687,Erik White
11777,Tommy Lee Wallace
1253596,Simon Napier-Bell
930710,James Ponsoldt
1031972,Paul Bunnell
93022,Sol Tryon
71551,Lorene Scafaria
71729,Steve Martino
61357,Geoffrey Sax
14911,Penny Marshall
4387,François Ozon
100036,D.W. Griffith
7312,Angela Robinson
140354,Ulu Grosbard
1085923,Dror Moreh
71068,Phyllida Lloyd
13614,Deborah Kaplan
15002,Dean Parisot
6159,Ron Howard
67781,Peter Kosminsky
26648,Luis Llosa
1360240,Jim Chuchu
1108,Shane Black
1219210,Mark Piznarski
117168,Hank Braxtan
158480,Dan Zukovic
126910,Derrick Borte
134306,Kevin Sullivan
1018728,Jorge Gaggero
2523,Stuart Baird
989831,Nicholas Fackler
7017,Roger Michell
1144092,Matt Johnson
63550,Tom McLoughlin
137064,Robert Moresco
125044,Babar Ahmed
285452,Pete Jones
3290,Peter Hedges
132964,Drake Doremus
9894,Bernhard Wicki
232937,Cheryl Dunye
12920,David S. Ward
57030,Gregor Jordan
170820,Ben Falcone
4037,Ron Shelton
1031144,Chad Hartigan
228177,William Kaufman
2128,Leigh Whannell
40541,Andrea Di Stefano
67717,Michel Hazanavicius
998842,Efram Potelle
44056,Fred Dekker
72757,Steve McQueen
77775,Marianna Palka
86295,Marc F. Adler
129921,Kief Davidson
66800,Morgan J. Freeman
36423,Tom Green
62047,Gary Trousdale
65594,John Michael McDonagh
54827,Dave Meyers
68185,Eric Schaeffer
58498,Dominic Sena
1324172,Jeremy Degruson
57630,Peter Cattaneo
71600,Seth Gordon
73668,James Melkonian
53304,Peter Lord
114404,Miguel Sapochnik
2406,Mathieu Kassovitz
1460398,Kristin Rizzo
140151,William Bindley
54584,Jesse Dylan
17510,Ol Parker
223909,Hue Rhodes
66960,Dennie Gordon
1108711,John Laing
932013,Deryck Broom
55441,David Boyd
2778,Dennis Hopper
6818,Werner Herzog
62863,Jorma Taccone
261271,Maurice Joyce
561061,Neil Nightingale
77076,Michael Corrente
111944,Bobby Roth
1024216,Boris Rodriguez
21931,Chris Nahon
78297,Phil Vischer
24294,Ben Younger
78012,François Girard
13348,Howard Hughes
2679,David Hackl
120245,Daniel Stamm
939176,Becky Smith
129894,Gareth Edwards
89981,László Benedek
1116801,Sue Corcoran
1744,Robert Wise
57090,Brett Leonard
587519,Paolo Monico
16959,Jonathan Dayton
1208166,Brian Dorton
55948,Alan Smithee
1219769,Peter Cousens
1748,William Shatner
116330,Patrick Creadon
76418,Stuart Gillard
1041549,Justin Thomas Ostensen
208138,Daniel Hsia
131388,Bradley Rust Gray
59026,Peyton Reed
1312905,Rohit Jugraj
21692,Hironobu Sakaguchi
89216,Robert D. Webb
57055,Mitchell Lichtenstein
146026,D. Stevens
51600,Clare Kilner
54025,Karyn Kusama
1401542,Chris Lofing
65627,Kris Isacsson
20193,Mark Neveldine
35689,Keenen Ivory Wayans
44114,Simon J. Smith
59975,Michael D. Sellers
1046127,Jason Stone
145142,Ciaran Foy
77123,Gonzalo López-Gallego
1150712,Tommy Oliver
59126,Alister Grierson
84736,Ivan Passer
114596,Jake Goldberger
7314,Nick Park
1330498,Rania Attieh
37630,Shekhar Kapur
21673,Ericson Core
5292,Denzel Washington
12964,Michael Ritchie
1110343,Lauren Lazin
956,Guy Ritchie
151092,Eric Eason
15045,Michael Lembeck
2945,Stephen Gaghan
323,Curtis Hanson
20310,Takashi Shimizu
2291,Paul McGuigan
44740,Richard Shepard
66604,Joe Charbanic
45459,Mike Cahill
109692,David E. Talbert
61373,Cory Edwards
58260,Martin Weisz
3451,Mel Stuart
2419,Jean-Pierre Jeunet
108072,Ruba Nadda
67910,David Atkins
5696,Bruce Beresford
232190,U. Roberto Romano
114925,Richard Dutcher
8328,John Milius
1262197,Peter Lepeniotis
1375378,David Ray
76248,Kevin Hench
190339,Ian Iqbal Rashid
17812,Gregory Hoblit
1270,Charles Martin Smith
6449,Warren Beatty
41378,Kerry Conran
196769,Jonathan Wacks
9340,Lana Wachowski
557179,Ed Gass-Donnelly
52870,Tim Johnson
302339,Lance Rivera
3950,Len Wiseman
141824,George Jackson
165787,Rich Moore
7130,Scott Alexander
17835,Ricky Gervais
12112,Douglas Trumbull
51298,Dax Shepard
29962,King Vidor
17114,John Cameron Mitchell
1614,Ang Lee
63820,Christian Ditter
12648,Bob Dolman
12846,William A. Fraker
55299,Mark Herman
65865,Damien O'Donnell
68574,Brad Copeland
1058138,Peter M. Cohen
19304,John Schlesinger
23964,Gary Ross
4600,Joe Dante
564,Richard Linklater
1141683,Theodore Melfi
11428,Paul Satterfield
26760,Tsui Hark
288712,Kurt Hale
66823,Joseph Kahn
54248,Christopher B. Landon
64211,Franck Khalfoun
1291408,Matthew Watts
60099,Gideon Raff
930707,Colin Trevorrow
34611,Howard Zieff
4590,Russ Meyer
95687,Robert Kenner
28741,Michael Rymer
57581,Neil Marshall
150347,John Dower
68573,Walt Becker
1736589,Danny Provenzano
42994,David Dobkin
155267,Christopher Miller
69801,Alan Metter
474199,Alex Ranarivelo
107168,Stephen Kijak
110726,Joseph Green
12905,Ash Brannon
57193,Gil Kenan
930628,Lori Silverbush
37618,Andrew Dominik
23532,Jason Bateman
16847,Eli Roth
58728,Andrei Konchalovsky
56506,William Dear
105363,Kate Connor
53212,David Jacobson
567559,Kurt Engfehr
5877,Vincenzo Natali
6884,Patty Jenkins
16938,Renny Harlin
87121,Vic Sarin
88323,Pat Holden
111588,J Blakeson
125544,Tim Fywell
5342,Mike Nichols
90429,Mike McCoy
68215,Reginald Hudlin
1046494,Kris Pearn
1393858,Stanton Barrett
142312,Jennifer Yuh Nelson
90,Isabel Coixet
84165,Michael Dinner
37852,George Hickenlooper
1454564,Mario Miscione
146275,Joseph Graham
83224,Jamie Thraves
30293,Arthur Rosson
56147,Paul Brizzi
23393,Barbet Schroeder
12098,Chris Miller
52856,Hunter Richards
1058257,Emily Dell
1562421,Eric Bugbee
65190,Philip G. Atwell
88837,Larry Blamire
2636,Alfred Hitchcock
11091,Brett Ratner
968303,Javier Abad
161932,Jim Rash
65678,John Lafia
94787,Joe Camp
91252,Alex Rivera
21475,John Putch
1301700,Bruce Dellis
64909,Jean-Marie Poiré
16785,Peter Webber
64331,Shim Hyung-Rae
219961,Kim Farrant
559,Wally Pfister
25210,Jeremy Leven
19142,Kenneth Johnson
76705,Preston A. Whitmore II
52609,Breck Eisner
11447,Albert Hughes
468,Stephen Daldry
83070,Scott Marshall
9168,Alan Parker
4782,Michael Crichton
55587,Peter Stebbings
53178,Mike Tollin
66203,Moustapha Akkad
58316,John Fortenberry
11057,Robert Towne
1645102,Jason Miller
58036,Kirk Wong
47364,Greg Coolidge
230157,Dominic Burns
91389,Mars Callahan
1184450,Sut Jhally
217587,Leslye Headland
18596,Taylor Hackford
9577,George Roy Hill
1184745,Joe Marino
45052,Anton Corbijn
39819,Wayne Wang
1081445,Brandon Cronenberg
62872,Katja von Garnier
52849,Louis C.K.
11427,William Roberts
5192,Marco Kreuzpaintner
1553042,Justin Dillon
84437,Gabriela Tagliavini
80537,Dave Borthwick
56359,Lexi Alexander
17764,Charles S. Dutton
4081,Stanley Kramer
15337,John Polson
1434686,Scott Dow
12995,Marc Forster
10099,Park Chan-wook
57082,John Stockwell
90492,Lynn Shelton
65856,Eric Leighton
47640,Clark Johnson
14409,David Schwimmer
41671,Nimród Antal
4762,Paul Thomas Anderson
101542,Ti West
90508,Ruairi Robinson
161858,David Raynr
985146,Jonathan Meyers
104507,Steve Gomer
37710,Peter Hyams
139537,William Gazecki
102627,Steve Carver
118463,Peter DeLuise
121873,Debra Granik
63983,Roger Nygard
3417,Tony Goldwyn
19242,Tony Gilroy
58292,Aaron Schneider
60923,Will Speck
16590,Sheldon Lettich
15309,Lori Petty
564083,Tatiana von Furstenberg
1434341,Jim Issa
5140,Wes Craven
7791,Peter Howitt
4723,Brian Helgeland
944713,John Stainton
61983,Jason Marsden
81850,Duncan Jones
1410294,Stephen Greene
1134201,Edward Hall
58220,Hugh Hudson
139098,Derek Cianfrance
18854,Martin Ritt
124783,Perry Lang
110834,John Murlowski
34891,Mike Johnson
116357,Scott Stewart
146884,Sandra Fierlinger
11873,Roger Kumble
86437,John Eng
58059,Chris Koch
942084,Mark Illsley
86270,Joseph Kosinski
65548,Rick Friedberg
991853,David Rodriguez
1289580,Daniel Mellitz
11472,Irwin Winkler
82101,Robert Hall
6037,Colin Strause
78481,Hans Canosa
92287,Alex Craig Mann
46085,Luis Mandoki
10995,David Hayter
1448550,Sara Newens
73112,John Simpson
527607,Sean Durkin
71923,Shane Acker
89824,Jon Wright
7767,Sam Peckinpah
76462,Richard Schenkman
1467662,Charlie Levi
1555903,Étienne Faure
114646,Jesse Vaughan
3087,Robert Duvall
13563,Norman Jewison
8685,Andrew Niccol
70415,Tony Maylam
42175,Richard Stanley
133502,Simon Curtis
12028,John Moore
16378,Mary Harron
1053420,Josh Boone
3191,Risa Bramon Garcia
1677569,Ken Roht
12238,David Lean
93288,Sarah Gavron
116100,Richard Williams
37948,Brad Anderson
50582,Frederik Du Chau
88970,Ralph Ziman
17883,David O. Russell
96166,John Curran
142276,Ariel Schulman
70616,Gerald Potterton
23677,Joe Pytka
1187609,W.D. Hogan
1257827,Max Joseph
68412,Toshio Masuda
5367,Zach Braff
173607,Bruce Paltrow
2691,Tom Schulman
