movie_id,actor_id
1639,7242
1639,15105
80274,77996
80274,3
80274,130640
80274,17140
80274,2282
1571,62
1571,15033
1571,18082
1571,7248
1571,21045
120,109
120,1327
120,112
120,114
120,48
10204,18897
10204,4581
10204,17522
10204,64160
10204,388
8489,2888
8489,134
8489,10127
8489,16214
8489,21399
10588,12073
10588,501
10588,35654
10588,11164
10588,7447
2048,2888
2048,18354
2048,21088
2048,2505
2048,21089
1495,114
1495,10912
1495,16940
1495,20982
1495,2039
10137,521
10137,16935
10137,41419
10137,67778
10137,78729
10198,15563
10198,66252
10198,65827
10198,110884
10198,110885
286217,1892
286217,83002
286217,41091
286217,8447
286217,454
1635,3061
1635,1245
1635,938
1635,48
1635,884
24113,6449
24113,3092
24113,18892
24113,52865
24113,1533
9679,2963
9679,11701
9679,1771
9679,18792
9679,883
98,934
98,73421
98,935
98,936
98,194
180,500
180,72466
180,2206
180,2201
180,2207
672,10980
672,10989
672,10990
672,194
672,4566
36557,8784
36557,10912
36557,1019
36557,5309
36557,2954
869,13240
869,3129
869,1283
869,61981
869,10823
280,1100
280,2713
280,418
280,820
280,75027
11322,3894
11322,85
11322,1771
11322,8289
11322,8293
4982,5292
4982,934
4982,5294
4982,16851
4982,40376
36955,1100
36955,8944
36955,74036
36955,2053
36955,13445
18487,5292
18487,8891
18487,40481
18487,84318
18487,1241
39451,380
39451,7399
39451,887
39451,4483
39451,10400
27581,23659
27581,13240
27581,8170
27581,2231
27581,18918
9268,1100
9268,3085
9268,27011
9268,5563
9268,7866
68718,134
68718,27319
68718,6193
68718,11703
68718,2231
10545,3999
10545,3416
10545,65598
10545,8945
10545,72250
11688,60950
11688,1230
11688,70243
11688,9657
11688,61980
76163,16483
76163,976
76163,16644
76163,62
76163,1100
2059,2963
2059,9824
2059,21180
2059,48
2059,10127
2486,25438
2486,16940
2486,7055
2486,18023
2486,938
16523,80576
16523,2229
16523,54470
16523,4691
16523,11514
116711,27972
116711,71070
116711,72466
116711,58224
116711,86626
37710,85
37710,11701
37710,6162
37710,10669
37710,782
9946,1100
9946,5168
9946,7166
9946,17346
9946,30485
1372,6193
1372,938
1372,6161
1372,16742
1372,16743
106646,6193
106646,21007
106646,234352
106646,3497
106646,3026
414,5576
414,2176
414,206
414,2227
414,5577
563,27763
563,2133
563,9205
563,28410
563,41686
83542,31
83542,4587
83542,388
83542,1331
83542,38941
41216,15577
41216,37260
41216,33449
41216,33192
41216,28745
314,4587
314,4589
314,4430
314,2192
314,4432
184315,18918
184315,6972
184315,5049
184315,17328
184315,76547
9016,24045
9016,56618
9016,11076
9016,7056
9016,7486
18162,23659
18162,58016
18162,62862
18162,62863
18162,141525
138103,16483
138103,976
138103,3
138103,1100
138103,2461
257088,25616
257088,972356
257088,20374
257088,18792
257088,5538
10214,6213
10214,10697
10214,54826
10214,53493
10214,3214
205775,74568
205775,239996
205775,2037
205775,2039
205775,17064
11692,776
11692,1811
11692,5916
11692,532
11692,12217
22972,1892
22972,17141
22972,2039
22972,39388
22972,11355
227973,1393177
227973,94011
227973,1393179
227973,1393178
227973,1393180
29193,67773
29193,55152
29193,856
29193,27267
29193,10743
1734,18269
1734,3293
1734,10727
1734,16743
1734,18041
3131,6193
3131,11856
3131,6941
3131,3896
3131,2039
9408,10959
9408,1229
9408,11664
9408,53926
9408,4512
9890,2227
9890,4756
9890,73931
9890,515
9890,4690
855,2299
855,3061
855,11355
855,3197
855,886
77953,23659
77953,58225
77953,32597
77953,58224
77953,461542
18,62
18,64
18,65
18,63
18,66
37786,520
37786,38025
37786,38024
37786,2109
37786,38026
10501,11181
10501,8945
10501,4810
10501,23346
10501,587
57800,5723
57800,15757
57800,5713
57800,5724
57800,57599
150689,1016168
150689,112
150689,512991
150689,1283
150689,1640
7980,3293
7980,13240
7980,4038
7980,36592
7980,2283
12,13
12,14
12,12
12,5293
12,18
122,109
122,1327
122,110
122,882
122,114
121,109
121,1327
121,110
121,882
121,114
68737,1229
68737,1231
68737,25130
68737,227454
68737,239019
1995,11701
1995,10127
1995,20508
1995,1284
1995,8784
157353,85
157353,6162
157353,15556
157353,51072
157353,192
331,4783
331,3905
331,4939
331,4940
331,4941
61791,17051
61791,76792
61791,12074
61791,1248
61791,10993
8204,1281
8204,18248
8204,1733
8204,33397
8204,37041
47964,62
47964,224181
47964,8197
47964,17628
47964,80998
10733,6065
10733,879
10733,12261
10733,17178
10733,263
9806,8977
9806,18686
9806,2231
9806,11662
9806,7891
1408,16935
1408,8654
1408,8924
1408,7868
1408,8979
32657,33235
32657,53336
32657,109513
32657,105727
32657,48
607,2176
607,2888
607,9625
607,7132
607,9626
863,31
863,12898
863,3234
863,7090
863,7167
44048,5292
44048,62064
44048,5916
44048,824
44048,18472
5175,66
5175,18897
5175,1339
5175,41901
5175,58210
2655,3
2655,1160
2655,2958
2655,1736
2655,502
22794,19278
22794,1772
22794,3085
22794,16619
22794,4589
8355,15757
8355,5723
8355,5724
8355,15758
8355,11108
116745,7399
116745,41091
116745,10872
116745,4090
116745,36801
4327,6941
4327,140
4327,69597
4327,1532
4327,24367
1422,6193
1422,1892
1422,514
1422,13240
1422,8349
10674,776
10674,18897
10674,21702
10674,15838
10674,15098
7446,7399
7446,70851
7446,3223
7446,1733
7446,4581
65754,8784
65754,108916
65754,290
65754,5725
65754,1640
1572,62
1572,16940
1572,2231
1572,6804
1572,13023
10528,3223
10528,9642
10528,53714
10528,2983
10528,1665
271969,54738
271969,20286
271969,17289
271969,142213
271969,8786
10865,521
10865,35219
10865,52300
10865,16896
10865,4251
258509,11662
258509,15033
258509,98285
258509,5661
258509,49915
2253,500
2253,23229
2253,11181
2253,2440
2253,28641
10661,19292
10661,1241
10661,59192
10661,32907
10661,53647
257344,19292
257344,11705
257344,22970
257344,54415
257344,32895
644,9640
644,1518
644,8213
644,9641
644,9642
10756,776
10756,28641
10756,27631
10756,36219
10756,7906
686,1038
686,10297
686,4512
686,5049
686,4139
9383,4724
9383,1951
9383,16851
9383,21165
9383,25702
179,2227
179,2228
179,2229
179,2244
179,2245
76285,33235
76285,109513
76285,60077
76285,207401
76285,53336
1996,11701
1996,17276
1996,1284
1996,938
1996,1844
291805,44735
291805,57755
291805,103
291805,54697
291805,192
10003,5576
10003,1951
10003,1118
10003,7030
10003,2629
1535,4135
1535,287
1535,2462
1535,8435
1535,17351
2067,33
2067,504
2067,1896
2067,935
2067,3035
46195,44735
46195,1813
46195,41087
46195,43775
46195,82092
2277,2157
2277,4783
2277,6368
2277,17485
2277,23504
10357,2176
10357,8256
10357,12930
10357,1896
10357,197872
4477,3
4477,287
4477,8985
4477,2049
4477,4515
8665,3
8665,3896
8665,133
8665,14324
8665,940
9387,1100
9387,15152
9387,2201
9387,45378
9387,98473
921,934
921,9137
921,13242
921,14886
921,14887
49852,18050
49852,78729
49852,1241
49852,47468
49852,142389
4464,1229
4464,37332
4464,2955
4464,2219
4464,9281
664,9994
664,2053
664,2130
664,9995
664,1233
8358,31
8358,9994
8358,38026
8358,11892
8358,55433
9836,109
9836,2157
9836,328
9836,6968
9836,2227
2502,1892
2502,679
2502,1248
2502,12041
2502,1372
9772,3
9772,64
9772,515
9772,19957
9772,3905
161,1461
161,287
161,1892
161,1271
161,1204
52451,63
52451,114
52451,33235
52451,56614
52451,15576
76492,19292
76492,884
76492,60950
76492,32895
76492,77948
4523,9273
4523,18352
4523,11006
4523,9191
4523,38192
59961,5292
59961,10859
59961,21657
59961,92404
59961,2039
10481,515
10481,65524
10481,65535
10481,41043
10481,16927
59108,7399
59108,776
59108,1893
59108,21278
59108,4756
1581,6941
1581,204
1581,9642
1581,70851
1581,3265
9798,2888
9798,193
9798,10127
9798,9788
9798,10985
22897,5064
22897,7447
22897,67773
22897,17697
22897,25703
298,1461
298,287
298,1892
298,1158
298,1897
7484,78029
7484,18976
7484,33
7484,23959
7484,9188
157350,94185
157350,587020
157350,204
157350,996701
157350,56614
853,9642
853,3293
853,228
853,12763
853,382
10159,18918
10159,57599
10159,5916
10159,4690
10159,58210
9593,1100
9593,1164
9593,40176
9593,4391
9593,1735
1904,1339
1904,643
1904,16145
1904,10075
1904,19855
9615,155
9615,116277
9615,61697
9615,58197
9615,116278
51052,5530
51052,41419
51052,2440
51052,388
51052,11356
297,287
297,4173
297,4174
297,4175
297,4726
9884,1100
9884,3809
9884,13550
9884,7248
9884,1241
16858,6355
16858,4431
16858,80927
16858,80928
16858,26664
62764,1204
62764,112561
62764,53807
62764,78729
62764,4030
22538,39995
22538,17628
22538,18793
22538,16828
22538,84223
9341,6383
9341,448
9341,18792
9341,2283
9341,10698
12107,776
12107,54421
12107,1211
12107,64343
12107,16662
9637,33260
9637,11863
9637,26457
9637,1817
9637,10730
49049,1372
49049,52442
49049,17286
49049,65829
49049,82193
9339,19292
9339,3967
9339,4690
9339,28238
9339,31903
16281,11066
16281,11782
16281,6839
16281,7633
16281,175087
39691,11006
39691,1733
39691,18979
39691,73931
39691,64917
8247,17244
8247,478
8247,2231
8247,52783
8247,12132
11253,2372
11253,11826
11253,4175
11253,17005
11253,5049
1949,131
1949,3223
1949,103
1949,11085
1949,1248
8452,1100
8452,4688
8452,3417
8452,12132
8452,41819
310,206
310,4491
310,4492
310,4493
310,4494
27578,16483
27578,976
27578,16644
27578,21315
27578,74748
954,500
954,10127
954,4885
954,15319
954,1003
70160,72129
70160,27972
70160,96066
70160,57755
70160,9281
45243,51329
45243,27105
45243,58225
45243,21180
45243,83586
364,2232
364,518
364,1160
364,4690
364,3796
7518,62
7518,52865
7518,4495
7518,27102
7518,1748
11544,66193
11544,1580
11544,13445
11544,28010
11544,58955
9986,1204
9986,884
9986,8930
9986,13309
9986,5726
8656,3087
8656,4939
8656,109
8656,13333
8656,192
146216,62
146216,1922
146216,4173
146216,15735
146216,6949
9291,19292
9291,2632
9291,16475
9291,69127
9291,69128
55301,11662
55301,212
55301,213001
55301,170635
55301,15033
109418,19292
109418,32895
109418,2632
109418,60950
109418,3136
11665,4495
11665,1813
11665,18918
11665,1903
11665,28641
6964,514
6964,3092
6964,6384
6964,3910
6964,2956
11324,6193
11324,103
11324,2282
11324,1246
11324,1812
12193,4937
12193,368
12193,3087
12193,5606
12193,10127
9928,2157
9928,3061
9928,4587
9928,14639
9928,129193
754,8891
754,2963
754,11148
754,4941
754,11150
10202,19292
10202,41292
10202,529
10202,14405
10202,20584
4147,31
4147,78198
4147,10431
4147,19977
4147,3636
50546,19292
50546,4491
50546,2227
50546,32907
50546,131520
1701,2963
1701,3036
1701,6949
1701,10182
1701,18461
13027,10959
13027,11705
13027,5916
13027,19654
13027,53650
2289,9642
2289,2227
2289,9137
2289,20300
2289,2039
20504,5292
20504,64
20504,18973
20504,56614
20504,3130
9574,2157
9574,4726
9574,4443
9574,10361
9574,6574
11618,3896
11618,1922
11618,887
11618,3127
11618,6905
2300,23678
2300,4201
2300,23679
2300,23680
2300,4604
12096,67773
12096,8945
12096,1003
12096,14386
12096,1246
10200,6384
10200,6161
10200,8534
10200,120724
10200,8930
8834,2461
8834,1204
8834,2387
8834,56040
8834,14328
228150,287
228150,10959
228150,33235
228150,454
228150,19498
6068,3
6068,8256
6068,14409
6068,49818
6068,7242
41515,707
41515,12111
41515,1772
41515,59216
41515,15286
9023,1892
9023,2505
9023,56658
9023,7222
9023,56659
38317,32895
38317,5916
38317,16483
38317,1733
38317,15277
2157,64
2157,227
2157,14407
2157,13920
2157,69122
14462,5292
14462,5064
14462,23626
14462,10127
14462,55314
161795,8435
161795,990400
161795,13333
161795,222894
161795,1222446
159824,19292
159824,62861
159824,77948
159824,32895
159824,884
49948,67773
49948,166002
49948,13301
49948,73931
49948,15152
2135,529
2135,13633
2135,17787
2135,7055
2135,21881
9822,6885
9822,1118
9822,2053
9822,9788
9822,22109
9705,8891
9705,6968
9705,4587
9705,1896
9705,9880
1656,3131
1656,1922
1656,18460
1656,17413
1656,18461
12159,2157
12159,9777
12159,18750
12159,2201
12159,91035
9678,19292
9678,4687
9678,1037
9678,7026
9678,8396
4442,1810
4442,1892
4442,1711
4442,20243
4442,53
75,514
75,515
75,516
75,517
75,518
9433,7447
9433,4173
9433,5590
9433,6195
9433,8262
19959,62
19959,8329
19959,10882
19959,2505
19959,10182
11973,1269
11973,21089
11973,63544
11973,19152
11973,1573322
11228,16483
11228,15851
11228,110
11228,6486
11228,6067
77951,142389
77951,15033
77951,1372
77951,1265629
77951,5723
5491,8891
5491,12834
5491,2178
5491,8335
5491,43611
10715,18269
10715,40279
10715,67773
10715,10669
10715,58691
10197,5309
10197,11856
10197,8293
10197,955
10197,16757
9562,8167
9562,1518
9562,17276
9562,9188
9562,11207
9922,1269
9922,883
9922,11616
9922,18291
9922,60642
9447,2505
9447,45386
9447,1937
9447,45586
9447,15274
274854,12835
274854,1223793
274854,109
274854,110902
274854,7241
8870,5576
8870,530
8870,4589
8870,3197
8870,1284159
9992,1281
9992,12021
9992,61605
9992,61604
9992,61609
36970,517
36970,20030
36970,72494
36970,120019
36970,35382
10077,7059
10077,1083
10077,35013
10077,20021
10077,12833
76649,239019
